target,source,status,count,phase,source_weekend_home,target_weekend_home
39940842,2159150539,Follower of Secondary_User,2,3,0.0336944424651,0.000430638536204
7121092,483195215,YES,4,3,0.0325607664212,0.00090288887494
14066068,483195215,YES,1,3,0.0325607664212,0.0127876297127
14421382,483195215,YES,8,3,0.0325607664212,0.0234786371822
15379585,483195215,YES,1,3,0.0325607664212,0.0297212425736
15627012,483195215,YES,1,3,0.0325607664212,0.00496760179726
15682352,483195215,YES,2,3,0.0325607664212,0.00645606169448
17976763,483195215,YES,3,3,0.0325607664212,0.040708886981
18128757,483195215,YES,7,3,0.0325607664212,0.0224068476668
18337124,483195215,YES,4,3,0.0325607664212,0.00851359408183
18643923,483195215,YES,1,3,0.0325607664212,0.00646355388817
19270497,483195215,YES,2,3,0.0325607664212,0.0271334819586
19333624,483195215,YES,2,3,0.0325607664212,0.0209698103871
21632957,483195215,YES,2,3,0.0325607664212,0.00652800567157
22153143,483195215,YES,2,3,0.0325607664212,0.0123117792717
22209787,483195215,YES,2,3,0.0325607664212,0.0102802147359
22425289,483195215,YES,11,3,0.0325607664212,0.0429566087005
22982905,483195215,YES,4,3,0.0325607664212,0.039738274841
23387006,483195215,YES,6,3,0.0325607664212,0.0202181276006
24498638,483195215,YES,2,3,0.0325607664212,0.0130332097505
24990869,483195215,YES,28,3,0.0325607664212,0.0306391178666
25236969,483195215,YES,1,3,0.0325607664212,0.0056701452201
26265644,483195215,YES,7,3,0.0325607664212,0.0203084499485
26561883,483195215,YES,1,3,0.0325607664212,0.00191011925537
27936865,483195215,YES,20,3,0.0325607664212,0.00866193671183
28470495,483195215,YES,1,3,0.0325607664212,0.0422873071098
28820902,483195215,YES,2,3,0.0325607664212,0.00793021511766
29444665,483195215,YES,2,3,0.0325607664212,0.018052700233
30213351,483195215,YES,12,3,0.0325607664212,0.0456265396295
32578736,483195215,YES,4,3,0.0325607664212,0.014898461255
35065617,483195215,YES,2,3,0.0325607664212,0.00794141329962
35075210,483195215,YES,8,3,0.0325607664212,0.0409726616284
36079205,483195215,YES,8,3,0.0325607664212,0.0152693379502
39940842,483195215,YES,22,3,0.0325607664212,0.000430638536204
40492021,483195215,YES,1,3,0.0325607664212,0.036711116778
48880692,483195215,YES,5,3,0.0325607664212,0.0267671584923
52960330,483195215,YES,2,3,0.0325607664212,5.58061103297e-05
58698876,483195215,YES,11,3,0.0325607664212,0.0317249715841
60725694,483195215,YES,18,3,0.0325607664212,0.0116700538448
64805314,483195215,YES,4,3,0.0325607664212,0.0392755796597
67742854,483195215,YES,4,3,0.0325607664212,0.0135053847278
68520982,483195215,YES,2,3,0.0325607664212,0.0576153508581
73181817,483195215,YES,10,3,0.0325607664212,0.0275446079252
75126350,483195215,YES,2,3,0.0325607664212,0.0398054945038
80365316,483195215,YES,2,3,0.0325607664212,0.00210966109259
80733182,483195215,YES,34,3,0.0325607664212,0.037374606698
89321553,483195215,YES,9,3,0.0325607664212,0.0296131201185
114981795,483195215,YES,2,3,0.0325607664212,0.0
139855451,483195215,YES,4,3,0.0325607664212,0.015805853228
143681438,483195215,YES,6,3,0.0325607664212,0.0210864813064
144101650,483195215,YES,8,3,0.0325607664212,0.0421275387516
147026000,483195215,YES,2,3,0.0325607664212,0.00176485860375
159460842,483195215,YES,1,3,0.0325607664212,0.0118818050889
167852680,483195215,YES,2,3,0.0325607664212,0.0121644867152
177454156,483195215,YES,3,3,0.0325607664212,0.0312196837103
205427145,483195215,YES,1,3,0.0325607664212,0.0546901682149
205552817,483195215,YES,2,3,0.0325607664212,0.0162554085291
207820751,483195215,YES,1,3,0.0325607664212,0.0140441261659
212067712,483195215,YES,1,3,0.0325607664212,0.0339073693672
214105439,483195215,YES,2,3,0.0325607664212,0.0240570950113
218280206,483195215,YES,3,3,0.0325607664212,0.0302150746161
226318669,483195215,YES,4,3,0.0325607664212,0.00856199611301
226360469,483195215,YES,4,3,0.0325607664212,0.0413502741357
247953615,483195215,YES,1,3,0.0325607664212,0.00944205820666
259874626,483195215,YES,4,3,0.0325607664212,0.0189179730069
266167439,483195215,YES,1,3,0.0325607664212,0.00557111755708
282648359,483195215,YES,1,3,0.0325607664212,0.028693088123
297972287,483195215,YES,10,3,0.0325607664212,0.0271716697335
303938096,483195215,YES,2,3,0.0325607664212,0.00887409473243
306775372,483195215,YES,2,3,0.0325607664212,0.0512430515291
310055040,483195215,YES,11,3,0.0325607664212,0.0327073897981
315098670,483195215,YES,2,3,0.0325607664212,0.0338885770213
317763679,483195215,YES,2,3,0.0325607664212,0.0190031903857
323570341,483195215,YES,1,3,0.0325607664212,0.0219038858044
341664138,483195215,YES,7,3,0.0325607664212,0.0193576123538
343500261,483195215,YES,2,3,0.0325607664212,0.00548838271778
346423170,483195215,YES,1,3,0.0325607664212,0.0224586796059
356360314,483195215,YES,1,3,0.0325607664212,0.0359640428356
369702252,483195215,YES,4,3,0.0325607664212,0.0218801694899
373564351,483195215,YES,2,3,0.0325607664212,0.0203257880622
386939806,483195215,YES,2,3,0.0325607664212,0.00420384950774
391403694,483195215,YES,4,3,0.0325607664212,0.0414748059597
433700958,483195215,YES,5,3,0.0325607664212,0.00840274535328
445898774,483195215,YES,2,3,0.0325607664212,0.00505283734534
461206472,483195215,YES,4,3,0.0325607664212,0.0102150562233
462251110,483195215,YES,1,3,0.0325607664212,0.0534985022976
464791138,483195215,YES,2,3,0.0325607664212,0.0206620749356
470744719,483195215,YES,6,3,0.0325607664212,0.0278491584003
521887162,483195215,YES,6,3,0.0325607664212,0.0165440226755
525687450,483195215,YES,4,3,0.0325607664212,0.0166796106276
540244828,483195215,YES,1,3,0.0325607664212,0.00965390120269
556136842,483195215,YES,6,3,0.0325607664212,0.0260225633958
566331806,483195215,YES,8,3,0.0325607664212,0.0348546459996
577256073,483195215,YES,2,3,0.0325607664212,0.0
726144116,483195215,YES,2,3,0.0325607664212,0.0151490016167
777367729,483195215,YES,7,3,0.0325607664212,0.0151666008967
785761056,483195215,YES,1,3,0.0325607664212,0.0239043141041
800982282,483195215,YES,29,3,0.0325607664212,0.0385432233779
818798281,483195215,YES,16,3,0.0325607664212,0.0380786039298
820947578,483195215,YES,2,3,0.0325607664212,0.0352466294089
822585859,483195215,YES,12,3,0.0325607664212,0.02813454546
913573256,483195215,YES,1,3,0.0325607664212,0.033065747843
919022581,483195215,YES,1,3,0.0325607664212,0.0198214743814
919046790,483195215,YES,13,3,0.0325607664212,0.0284606882755
947031751,483195215,YES,2,3,0.0325607664212,0.00425922646071
950602266,483195215,YES,5,3,0.0325607664212,0.0357982772489
974617897,483195215,YES,2,3,0.0325607664212,0.0491874767345
1022284034,483195215,YES,2,3,0.0325607664212,0.0216203063672
1047877692,483195215,YES,2,3,0.0325607664212,0.0245235030308
1119937044,483195215,YES,82,3,0.0325607664212,0.00343665390665
1177129632,483195215,YES,2,3,0.0325607664212,0.0328565219388
1262999012,483195215,YES,1,3,0.0325607664212,0.0476203459179
1270981478,483195215,YES,10,3,0.0325607664212,0.0202507116563
1306178348,483195215,YES,4,3,0.0325607664212,0.0135423277121
1347313687,483195215,YES,9,3,0.0325607664212,0.0318950597523
1382002190,483195215,YES,2,3,0.0325607664212,0.024809525572
1393345688,483195215,YES,4,3,0.0325607664212,0.0
1413903415,483195215,YES,2,3,0.0325607664212,0.0053493159344
1418583264,483195215,YES,3,3,0.0325607664212,0.0457599635783
1441816825,483195215,YES,4,3,0.0325607664212,0.00897933277874
1645740925,483195215,YES,7,3,0.0325607664212,0.0463186124581
1683770802,483195215,YES,41,3,0.0325607664212,0.0352688943115
1902678374,483195215,YES,174,3,0.0325607664212,0.0364378947775
1929333625,483195215,YES,2,3,0.0325607664212,0.0312585920981
2209435278,483195215,YES,6,3,0.0325607664212,0.0211803705634
2242955936,483195215,YES,14,3,0.0325607664212,0.0235423897818
2245796969,483195215,YES,5,3,0.0325607664212,0.020171854959
2284253455,483195215,YES,1,3,0.0325607664212,0.0141561170343
2290152145,483195215,YES,3,3,0.0325607664212,0.0375844732475
2345939209,483195215,YES,4,3,0.0325607664212,0.0303130874247
2377950579,483195215,YES,20,3,0.0325607664212,0.0296167622803
2418556357,483195215,YES,3,3,0.0325607664212,0.0236692361772
2429810652,483195215,YES,1,3,0.0325607664212,0.0185352314042
2472079988,483195215,YES,11,3,0.0325607664212,0.0414420827662
2497209325,483195215,YES,12,3,0.0325607664212,0.017021222649
2525584845,483195215,YES,6,3,0.0325607664212,0.00726028156086
2542049961,483195215,YES,2,3,0.0325607664212,0.0203623501264
2561039153,483195215,YES,1,3,0.0325607664212,0.0213469902664
2562379892,483195215,YES,1,3,0.0325607664212,0.0395259223054
2606085157,483195215,YES,2,3,0.0325607664212,0.00669209582441
2608170668,483195215,YES,5,3,0.0325607664212,0.035970460455
2647564096,483195215,YES,6,3,0.0325607664212,0.0336815220275
2656929762,483195215,YES,1,3,0.0325607664212,0.0405668426494
2694912678,483195215,YES,2,3,0.0325607664212,0.00573300049416
2813182022,483195215,YES,6,3,0.0325607664212,0.0220298323015
2815553473,483195215,YES,2,3,0.0325607664212,0.0105000897739
2821444360,483195215,YES,1,3,0.0325607664212,0.0203888669907
2850807431,483195215,YES,2,3,0.0325607664212,0.0106156559401
2870039639,483195215,YES,1,3,0.0325607664212,0.0244269908932
2871733616,483195215,YES,1,3,0.0325607664212,0.0473771020708
2887002526,483195215,YES,2,3,0.0325607664212,0.0259249584989
2914673670,483195215,YES,1,3,0.0325607664212,0.0508791973071
2979485927,483195215,YES,4,3,0.0325607664212,0.0199354144023
3008274374,483195215,YES,4,3,0.0325607664212,0.00607660556534
3010573975,483195215,YES,12,3,0.0325607664212,0.0211042518734
3016254954,483195215,YES,10,3,0.0325607664212,0.0
3099848394,483195215,YES,2,3,0.0325607664212,0.00647570767472
3106340063,483195215,YES,18,3,0.0325607664212,0.00797309053634
3180881382,483195215,YES,2,3,0.0325607664212,0.0152842522255
3184646412,483195215,YES,13,3,0.0325607664212,0.026369517185
3220719853,483195215,YES,2,3,0.0325607664212,0.0317017108367
3247102707,483195215,YES,2,3,0.0325607664212,0.0219961479673
3247150542,483195215,YES,1,3,0.0325607664212,0.0070576704088
3259563218,483195215,YES,2,3,0.0325607664212,0.0169042482009
3270537818,483195215,YES,2,3,0.0325607664212,0.00364853980115
3289906240,483195215,YES,36,3,0.0325607664212,0.0409515305783
3299084450,483195215,YES,12,3,0.0325607664212,0.0339280843653
3299404571,483195215,YES,21,3,0.0325607664212,0.0442762061315
3309802136,483195215,YES,1,3,0.0325607664212,0.0298742801598
3389363085,483195215,YES,1,3,0.0325607664212,0.00781559759654
3578284940,483195215,YES,14,3,0.0325607664212,0.0222345574924
3640105639,483195215,YES,2,3,0.0325607664212,0.0218151766981
3886400655,483195215,YES,4,3,0.0325607664212,0.0
4289588657,483195215,YES,4,3,0.0325607664212,0.0161224770905
4348155920,483195215,YES,1,3,0.0325607664212,0.0259794109751
39940842,1456958761,Follower of Secondary_User,2,3,0.0320658557246,0.000430638536204
39940842,72604692,Follower of Secondary_User,2,3,0.0317054690306,0.000430638536204
36079205,253808421,Follower of Secondary_User,2,3,0.0308526405989,0.0152693379502
39940842,2989115624,Follower of Secondary_User,2,3,0.0286347163441,0.000430638536204
39940842,797569158,Follower of Secondary_User,2,3,0.0276097459684,0.000430638536204
39940842,1093948830,Follower of Secondary_User,2,3,0.0267024175139,0.000430638536204
39940842,2939842019,Follower of Secondary_User,2,3,0.0252133741098,0.000430638536204
39940842,37086460,Follower of Secondary_User,2,3,0.0244020093552,0.000430638536204
39940842,65207600,Follower of Secondary_User,2,3,0.0235474662592,0.000430638536204
